3445529;Kylie Williams;;;;;;homepages/57/649;09/06/2009;;;;;Home Page;;
5090660;John Livingston;;;;;;homepages/197/4684;24/03/2017;;;;;Home Page;;
3825235;Xiaoqin Zhang 0002;;;;;;homepages/z/XiaoqinZhang-2;27/01/2021;Chinese Academy of Sciences, National Laboratory of Pattern Recognition, Institute of Automation, China|Wenzhou University, College of Computer Science and Artificial Intelligence, Zhejiang, China;PhD 2010;affiliation|affiliation;;Home Page;https://orcid.org/0000-0003-0958-7285;
5668061;Jose L. Hernandez-Rebollar;;;;;;homepages/88/35;08/06/2009;;;;;Home Page;;
4310904;V. Kiyek;;;;;;homepages/306/8292;22/11/2021;;;;;Home Page;;
5664286;Sascha Disch;;;;;;homepages/88/3047;09/06/2009;;;;;Home Page;;
4024368;Minjoong Kim;;;;;;homepages/288/8968;06/04/2021;;;;;Home Page;;
5816746;Sachin Gupta;;;;;;homepages/81/738;09/06/2009;;;;;Home Page;;
3801644;Elaine Soohoo;;;;;;homepages/268/4436;30/06/2020;;;;;Home Page;;
3884848;Diana Eloisa Roa Flores;;;;;;homepages/257/0568;27/01/2020;;;;;Home Page;;
5687831;Özlem Göktas;;;;;;homepages/170/1361;04/11/2015;;;;;Home Page;;
4350149;Aleksei P. Kiselev;;;;;;homepages/75/330;09/06/2009;;;;;Home Page;;
5840280;Simone C. Riedmiller;;;;;;homepages/83/5325;10/06/2009;;;;;Home Page;;
3585136;Vasileios Liaskovitis;;;;;;homepages/49/5998;10/06/2009;;;;;Home Page;;
3767409;Yahui Lei;;;;;;homepages/216/2435;12/03/2018;;;;;Home Page;;
4133155;Ruo Yang Li;;;;;;homepages/253/2176;20/11/2019;;;;;Home Page;;
5677683;J. Gaches;;;;;;homepages/97/6692;10/06/2009;;;;;Home Page;;
4651431;J. De Frutos;;;;;;homepages/80/7094;29/06/2009;;;;;Home Page;;
3204677;I. Logashenko;;;;;;homepages/137/7598;02/12/2013;;;;;Home Page;;
3698959;Xinglong Qian;;;;;;homepages/65/3193;09/06/2009;;;;;Home Page;;
4635933;Majella McCarron;;;;;;homepages/155/8669;22/12/2014;;;;;Home Page;;
4922868;Michael Shenfild;;;;;;homepages/154/5420;27/11/2014;;;;;Home Page;;
